	AR31 sp035649755	Gp6-AA40 sp963818645	SCGC-AG-212-J23 sp035454685	DATEDA01 sp963762785	DATBVX01 sp035455565	SCGC-AG-212-J23 sp036376975	Gp6-AA40 sp035710305	Methyloceanibacter sp035715445	DATBIJ01 sp036557025	DATBJJ01 sp963797625	DATKFM01 sp963810485	DASRDR01 sp963765195	CAVVWJ01 sp046729675	DATCJA01 sp963734635	Methyloceanibacter sp963802845	Pseudolabrys sp035703125	VGTJ01 sp963733195	TA-21 sp036277875	Nitrospira_C sp035454845	Reyranella sp021732285	Nitrospira_C sp047150005	Nitrospira_D sp029194675	JBGPEQ01 sp050180895	SCGC-AG-212-J23 sp035251315	JAEUMW01 sp039807745	DASRDR01 sp963799055	TH1177 sp032155045	DASSJM01 sp036280655	JAJVID01 sp036565725	TA-21 sp035620895	Methyloceanibacter sp963744945	Bradyrhizobium jicamae	DATFEN01 sp035251085	Cupriavidus sp036746135	Nitrospira_C sp036376045	DATJKD01 sp052039045	Metapseudomonas sp029871205	Cupriavidus sp000426345	JAJVID01 sp035275345	JAREAF01 sp035456545	TH1177 sp036376955	JARDZU01 sp032155085	Palsa-1315 sp035275205	AWTP1-13 sp050248715	CAVVWJ01 sp036566145	Nitrospira_C sp036378015	Agromyces sp965652625	Bradyrhizobium pachyrhizi	Ensifer sp001429285	Ensifer adhaerens	TH5896 sp029237515	Rhizobium altiplani	Aquipseudomonas sp013359595	Rhabdochlamydia porcellionis	t__GCA_035649755.1	t__GCA_963818645.1	t__GCA_035454685.1	t__GCA_963762785.1	t__GCA_035455565.1	t__GCA_036376975.1	t__GCA_035710305.1	t__GCA_035715445.1	t__GCA_036557025.1	t__GCA_963797625.1	t__GCA_963810485.1	t__GCA_963765195.1	t__GCA_046729675.1	t__GCA_963734635.1	t__GCA_963802845.1	t__GCA_035703125.1	t__GCA_963733195.1	t__GCA_036277875.1	t__GCA_035454845.1	t__GCA_021732285.1	t__GCA_047150005.1	t__GCA_029194675.1	t__GCA_050180895.1	t__GCA_035251315.1	t__GCA_039807745.1	t__GCA_963799055.1	t__GCA_032155045.1	t__GCA_036280655.1	t__GCA_036565725.1	t__GCA_035620895.1	t__GCA_963744945.1	t__GCF_001440395.1	t__GCA_035251085.1	t__GCA_036746135.1	t__GCA_036376045.1	t__GCA_052039045.1	t__GCF_029871205.1	t__GCF_000426345.1	t__GCA_035275345.1	t__GCA_035456545.1	t__GCA_036376955.1	t__GCA_032155085.1	t__GCA_035275205.1	t__GCA_050248715.1	t__GCA_036566145.1	t__GCA_036378015.1	t__GCA_965652625.1	t__GCF_001189245.1	t__GCF_049905105.1	t__GCF_000697965.2	t__GCA_029237515.1	t__GCF_001542405.1	t__GCF_013359595.1	t__GCF_015356815.2	TA-21 sp014523595	Methyloceanibacter sp035275445	TA-21 sp036554685	AWTP1-13 sp035762425	TH1177 sp035297365	t__GCA_014523595.1	t__GCA_035275445.1	t__GCA_036554685.1	t__GCA_035762425.1	t__GCA_035297365.1	JAKEFM01 sp967798035	Pseudolabrys sp040512415	SG8-41 sp044867805	JAABQT01 sp035251235	JAJVID01 sp035275805	Methyloceanibacter sp052039105	ZC4RG19 sp046734715	DATACQ01 sp036555515	Flavobacterium gelatinilyticum	t__GCA_967798035.1	t__GCA_040512415.1	t__GCA_044867805.1	t__GCA_035251235.1	t__GCA_035275805.1	t__GCA_052039105.1	t__GCA_046734715.1	t__GCA_036555515.1	t__GCF_027111295.1	JAJKIV01 sp036509075	Agromyces mariniharenae	Agromyces sp042796995	DATFRX01 sp032154865	Flavobacterium sp035456225	Peribacillus asahii_A	t__GCA_036509075.1	t__GCF_008122505.1	t__GCF_042796995.1	t__GCA_032154865.1	t__GCF_035456225.1	t__GCF_004006295.1	DATBSL01 sp036559805	SCUD01 sp035281265	DASSJM01 sp036277855	Reyranella sp035296945	Z2-YC6860 sp963787955	Palsa-1315 sp035457905	t__GCA_036559805.1	t__GCA_035281265.1	t__GCA_036277855.1	t__GCA_035296945.1	t__GCA_963787955.1	t__GCA_035457905.1	Reyranella sp902825855	Microbacterium sp965345345	DP-20 sp036554745	Brocadia sp030837935	t__GCA_902825855.1	t__GCF_965345345.1	t__GCA_036554745.1	t__GCA_030837935.1	DATBSL01 sp963744315	TH1177 sp963695855	t__GCA_963744315.1	t__GCA_963695855.1	DASTBU01 sp035711845	DASRRB01 sp036732755	t__GCA_035711845.1	t__GCA_036732755.1	SG8-41 sp035620515	JAGVSZ01 sp964543155	SG8-41 sp036555615	DASSJM01 sp035250725	TH1177 sp035706205	t__GCA_035620515.1	t__GCA_964543155.1	t__GCA_036555615.1	t__GCA_035250725.1	t__GCA_035706205.1	JBEVEP01 sp040512755	JAOUEA01 sp035249905	DASTBR01 sp035711945	t__GCA_040512755.1	t__GCA_035249905.1	t__GCA_035711945.1	SCGC-AG-212-J23 sp025929745	Gp6-AA40 sp025924295	TA-21 sp014381105	Nitrosocosmicus oleophilus	t__GCA_025929745.1	t__GCA_025924295.1	t__GCA_014381105.1	t__GCF_000802205.1	Metapseudomonas sp029871235	t__GCF_029871235.1	Metapseudomonas resinovorans_D	Geopseudomonas oryzagri	Cupriavidus pickettii_A	Aquipseudomonas putida_Z	t__GCF_002003485.1	t__GCF_020831405.1	t__GCA_000471925.1	t__GCF_040214835.1	Metapseudomonas sp029871245	Bradyrhizobium elkanii	Streptomyces nanshensis_A	RHKX01 sp035759925	Saccharopolyspora_C sp040643635	Streptomyces chartreusis	Rhizobium sp002944315	Streptomyces sp042873115	Nocardioides sp042730435	Pseudonocardia sp001420995	Rhizobium sp002211285	Bacillus altitudinis	Bacillus safensis	Penicillium citrinum	t__GCF_029871245.1	t__GCF_023278185.1	t__GCF_001751255.1	t__GCA_035759925.1	t__GCF_040643635.1	t__GCF_008704715.1	t__GCF_002944315.1	t__GCF_042873115.1	t__GCF_042730435.1	t__GCF_001420995.1	t__GCF_002211285.1	t__GCF_000691145.1	t__GCF_000691165.1	t__GCF_028827155.1	Azotobacter chroococcum	Ensifer adhaerens_I	Pseudonocardia sp050246655	DASTFP01 sp036525175	t__GCF_004339665.1	t__GCF_028993555.1	t__GCF_050246655.1	t__GCA_036525175.1	JAIBJN01 sp035698025	TH1177 sp035250975	Nitrososphaera sp035281285	t__GCA_035698025.1	t__GCA_035250975.1	t__GCA_035281285.1	Microbacterium trichothecenolyticum_D	Arthrobacter sp044748905	Aquipseudomonas sp039673335	Streptomyces sp044754405	t__GCF_041938625.1	t__GCF_044748905.1	t__GCF_039673335.1	t__GCF_044754405.1	Rubrivivax sp964446545	Gp6-AA40 sp963772955	Bradyrhizobium sp023387735	t__GCA_964446545.1	t__GCA_963772955.1	t__GCA_023387735.1	Metapseudomonas resinovorans_C	Aeromonas sp051657805	Aquipseudomonas peradeniyensis	Comamonas thiooxydans	Acinetobacter johnsonii	Flavobacterium sp913777665	Sphingobacterium siyangense	Acinetobacter soli	Bacillus_A cereus_AU	t__GCF_013393345.1	t__GCF_051657805.1	t__GCF_014268935.2	t__GCF_000964545.1	t__GCF_000368045.1	t__GCA_913777665.1	t__GCF_007830445.1	t__GCF_000760595.1	t__GCF_002577405.1	DATBSL01 sp963724555	GMQP-bins7 sp035457765	t__GCA_963724555.1	t__GCA_035457765.1	DASRDR01 sp036257195	JAREAF01 sp035620695	SHXO01 sp036554965	Z2-YC6860 sp963814215	DATFES01 sp035457725	SG8-41 sp036555035	Ramlibacter sp035559095	CAYXGZ01 sp964464755	DATBJG01 sp963790545	Nitrospira_C japonica_A	t__GCA_036257195.1	t__GCA_035620695.1	t__GCA_036554965.1	t__GCA_963814215.1	t__GCA_035457725.1	t__GCA_036555035.1	t__GCA_035559095.1	t__GCA_964464755.1	t__GCA_963790545.1	t__GCF_900169565.1	DATFES01 sp035250945	t__GCA_035250945.1	DASRDR01 sp035550795	Stenotrophomonas maltophilia_O	t__GCA_035550795.1	t__GCF_006974125.1	Nitrospira_D sp029194665	Gp6-AA40 sp035649635	Nitrospira_D sp036277675	t__GCA_029194665.1	t__GCA_035649635.1	t__GCA_036277675.1	CAZWGW01 sp964633565	JACZVU01 sp035620755	DATADW01 sp036258335	JBIOXB01 sp044869275	Arthrobacter sp044391085	Neobacillus sp013396335	t__GCA_964633565.1	t__GCA_035620755.1	t__GCA_036258335.1	t__GCA_044869275.1	t__GCF_044391085.1	t__GCF_013396335.1	VBDM01 sp963699535	t__GCA_963699535.1	PNKE01 sp050789245	t__GCA_050789245.1	Rubrivivax sp019635285	JAOUEA01 sp035711865	Streptomyces caniscabiei	Mycobacterium sp036235365	Peribacillus frigoritolerans	t__GCA_019635285.1	t__GCA_035711865.1	t__GCF_014930365.1	t__GCF_036235365.1	t__GCF_039526365.1
SRR24887495	10.3005	9.7377	7.8939	7.065	6.8208	6.2343	2.5513	2.4751	2.4636	2.4522	2.1212	2.0709	1.9389	1.9254	1.6727	1.4882	1.4803	1.4285	1.3952	1.3733	1.355	1.2893	1.1831	1.1516	1.1411	1.1351	1.1323	1.0948	1.053	0.9955	0.8824	0.8668	0.8136	0.8048	0.7578	0.6851	0.6791	0.6634	0.6349	0.6303	0.6112	0.6001	0.5563	0.5085	0.5014	0.4666	0.465	0.4481	0.4142	0.397	0.338	0.3295	0.3184	0.2072	10.3005	9.7377	7.8939	7.065	6.8208	6.2343	2.5513	2.4751	2.4636	2.4522	2.1212	2.0709	1.9389	1.9254	1.6727	1.4882	1.4803	1.4285	1.3952	1.3733	1.355	1.2893	1.1831	1.1516	1.1411	1.1351	1.1323	1.0948	1.053	0.9955	0.8824	0.8668	0.8136	0.8048	0.7578	0.6851	0.6791	0.6634	0.6349	0.6303	0.6112	0.6001	0.5563	0.5085	0.5014	0.4666	0.465	0.4481	0.4142	0.397	0.338	0.3295	0.3184	0.2072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR24887496	10.5114	6.8897	7.7571	7.3883	6.3013	7.583	0.0	2.2554	2.0891	5.4236	2.0527	1.682	1.5077	1.631	1.5297	1.4838	1.3549	1.7998	1.3794	1.083	1.2274	1.1061	1.2215	0.8351	0.5579	1.1117	1.1484	1.1815	1.0358	1.0447	0.7346	0.467	0.0	0.0	0.5312	0.4549	0.0	0.0	0.6365	0.6229	0.5667	1.0975	0.5182	0.4351	0.0	0.3376	0.0	0.0	0.0	0.0	0.3508	0.0	0.0	0.3857	10.5114	6.8897	7.7571	7.3883	6.3013	7.583	0.0	2.2554	2.0891	5.4236	2.0527	1.682	1.5077	1.631	1.5297	1.4838	1.3549	1.7998	1.3794	1.083	1.2274	1.1061	1.2215	0.8351	0.5579	1.1117	1.1484	1.1815	1.0358	1.0447	0.7346	0.467	0.0	0.0	0.5312	0.4549	0.0	0.0	0.6365	0.6229	0.5667	1.0975	0.5182	0.4351	0.0	0.3376	0.0	0.0	0.0	0.0	0.3508	0.0	0.0	0.3857	8.8135	0.7215	0.7162	0.3303	0.1069	8.8135	0.7215	0.7162	0.3303	0.1069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR24887501	7.9411	2.7578	16.068	6.601	3.4272	3.4739	11.4088	2.0465	2.3915	0.8967	2.0024	1.2615	0.0	1.7186	0.0	2.5255	1.2438	1.8275	2.4191	1.254	0.0	0.8725	1.2455	0.8705	0.7669	0.0	1.516	1.6557	0.0	1.4042	0.0	0.5993	0.0	0.0	0.0	0.6474	0.0	0.0	0.7296	0.7891	0.6131	0.6314	0.9603	0.4939	0.0	0.0	0.4388	0.0	0.0	0.0	0.8441	0.0	0.0	0.2548	7.9411	2.7578	16.068	6.601	3.4272	3.4739	11.4088	2.0465	2.3915	0.8967	2.0024	1.2615	0.0	1.7186	0.0	2.5255	1.2438	1.8275	2.4191	1.254	0.0	0.8725	1.2455	0.8705	0.7669	0.0	1.516	1.6557	0.0	1.4042	0.0	0.5993	0.0	0.0	0.0	0.6474	0.0	0.0	0.7296	0.7891	0.6131	0.6314	0.9603	0.4939	0.0	0.0	0.4388	0.0	0.0	0.0	0.8441	0.0	0.0	0.2548	0.0	0.0	1.8105	0.3808	0.0	0.0	0.0	1.8105	0.3808	0.0	2.4146	2.2778	1.6828	1.3269	1.0468	0.8153	0.8102	0.4949	0.3415	2.4146	2.2778	1.6828	1.3269	1.0468	0.8153	0.8102	0.4949	0.3415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
